Date,Production_Quantity,Sales_Price,Cost_Price,Profit_Percent,Market_Share,Customer_Satisfaction,Engine_Size_cc,Mileage_km_l,Warranty_Period_months,Safety_Rating,Color,Monthly_Advertising_Expense,DealershipLocationID
2016-06-16,177,30082.00,17067.00,9.98,7.39,2.55359,5463,16.05720,13,1,White,1742,20
2016-06-17,435,73838.00,26723.00,11.86,3.72,4.22713,4935,13.26966,23,4,White,3430,35
2016-06-18,582,79620.00,56555.00,6.34,8.19,3.07347,3476,18.70291,54,1,Silver,6684,60
2016-06-19,643,60325.00,59346.00,7.53,2.45,1.80942,4054,8.04309,26,3,Blue,5952,5
2016-06-20,201,22943.00,35515.00,13.35,5.56,3.02197,1135,13.15433,31,2,Red,5617,58
2016-06-21,181,26905.00,20300.00,19.75,5.75,4.41331,5069,10.17449,17,1,Black,5058,36
2016-06-22,931,43066.00,52926.00,9.99,1.50,2.58007,3011,5.80219,48,1,Blue,1457,50
2016-06-23,443,74923.00,14601.00,13.28,9.69,2.60975,4291,13.64030,43,2,Black,8806,41
2016-06-24,107,38111.00,25598.00,8.96,1.15,2.62032,2580,6.59680,53,1,Red,1392,48
2016-06-25,68,58670.00,21967.00,6.02,7.02,2.08896,4597,16.90214,41,2,Black,9934,45
2016-06-26,769,79031.00,20846.00,5.77,6.47,3.26147,1980,13.93936,34,1,White,9170,2
2016-06-27,599,22330.00,58983.00,15.75,8.34,2.40103,5759,11.54153,36,3,Black,7376,48
2016-06-28,893,59071.00,45617.00,11.54,3.07,3.37501,4503,18.67424,45,1,Silver,8728,1
2016-06-29,190,54644.00,26816.00,18.90,4.42,3.26555,4172,8.36211,22,1,Blue,4976,33
2016-06-30,567,23841.00,19132.00,9.52,4.19,3.64195,2589,7.43129,57,2,Silver,5992,46
2016-07-01,17,75510.00,22090.00,10.12,2.59,3.40271,3894,11.54298,52,1,Blue,8961,49
2016-07-02,217,76319.00,14918.00,11.98,5.05,2.09593,5769,7.47123,54,2,Black,4246,1
2016-07-03,413,58287.00,43542.00,17.19,4.30,4.90106,5419,13.29146,35,1,White,7919,10
2016-07-04,259,56575.00,23842.00,7.60,0.30,3.01864,4835,15.39519,58,3,Silver,4725,9
2016-07-05,518,17683.00,25836.00,19.55,9.78,3.46053,5371,17.85506,22,1,Black,6888,31
2016-07-06,317,73914.00,43030.00,16.57,9.05,2.88563,2639,9.11407,50,3,Silver,3308,25
2016-07-07,701,33982.00,38412.00,6.52,3.34,1.83530,2186,14.93977,16,2,Black,2228,5
2016-07-08,684,39905.00,59300.00,7.85,1.82,3.16042,5848,7.69411,50,2,White,1258,3
2016-07-09,873,49503.00,24315.00,6.75,8.79,3.32635,1176,19.88786,28,3,Red,1312,39
2016-07-10,676,72444.00,43186.00,10.57,0.70,1.91042,4772,11.48552,44,4,Red,4606,3
2016-07-11,757,51631.00,57782.00,19.72,4.71,3.96299,4634,13.56628,13,3,Black,6651,37
2016-07-12,191,47868.00,43614.00,9.92,9.02,4.16725,4083,5.36175,13,2,Black,8188,50
2016-07-13,846,40984.00,17548.00,16.84,3.43,2.31223,3094,11.57260,20,2,Silver,9565,49
2016-07-14,835,78659.00,49248.00,18.22,1.41,3.68521,5696,8.88371,18,3,White,8931,5
2016-07-15,867,45632.00,49258.00,16.00,3.14,3.69511,2267,6.64970,29,2,White,1080,52
2016-07-16,380,32894.00,22569.00,16.15,9.66,1.99104,2316,10.50159,39,4,Blue,2982,17
2016-07-17,227,31316.00,46182.00,9.25,6.00,1.35997,4046,9.73300,52,2,Black,6594,29
2016-07-18,926,73918.00,22832.00,15.91,9.19,2.93341,5651,10.00918,16,4,Red,7786,57
2016-07-19,970,67558.00,48532.00,10.11,6.70,4.36427,2975,12.71028,44,1,Silver,4759,10
2016-07-20,449,34689.00,20570.00,18.95,8.43,1.27001,4891,10.97814,44,1,Silver,8010,46
2016-07-21,20,75141.00,51282.00,5.31,1.16,2.66697,2007,11.18320,48,1,Blue,4841,16
2016-07-22,168,16189.00,26316.00,10.19,7.07,3.13870,5520,8.51896,34,1,Red,5860,26
2016-07-23,763,32715.00,25820.00,19.55,4.14,3.68429,2692,7.14979,39,1,Blue,4352,17
2016-07-24,725,27874.00,20402.00,17.02,4.90,4.92953,2054,9.29766,15,4,Red,5674,51
2016-07-25,898,29528.00,12164.00,18.36,3.66,2.12704,3046,11.55656,48,2,Red,9065,2
2016-07-26,294,54646.00,16167.00,9.57,7.80,4.66553,5242,14.95524,18,3,Red,8350,14
2016-07-27,918,53833.00,30044.00,9.68,8.52,3.01510,3986,14.58640,44,1,Black,1626,47
2016-07-28,383,23087.00,32812.00,10.27,8.80,4.24571,1409,8.87993,29,3,Silver,5443,51
2016-07-29,828,33134.00,52235.00,19.36,1.75,4.23559,1381,10.49568,54,4,Silver,4997,5
2016-07-30,786,50917.00,52054.00,14.04,2.85,3.59845,4803,9.05779,55,1,Black,8745,13
2016-07-31,527,41653.00,54337.00,11.08,3.75,2.07180,4569,14.19928,34,1,Silver,7214,29
2016-08-01,591,35125.00,32860.00,18.99,6.56,4.25358,4892,17.44050,27,4,Red,7234,3
2016-08-02,559,41269.00,25322.00,19.56,9.82,4.75019,3234,19.22277,15,2,Black,8578,17
2016-08-03,507,56586.00,54762.00,6.96,1.83,4.03000,5716,17.24178,44,1,Red,7686,52
2016-08-04,468,34269.00,47235.00,15.99,3.99,3.61639,5489,15.16028,19,2,Red,2576,49
2016-08-05,825,78035.00,40532.00,18.22,5.49,3.88747,5017,7.35833,57,4,Red,1289,60
2016-08-06,330,48171.00,49233.00,13.11,2.21,1.88017,5242,14.99776,15,4,Red,6188,28
2016-08-07,766,31768.00,20105.00,6.92,6.12,4.91500,2860,19.67067,30,2,Blue,8971,20
2016-08-08,121,53889.00,30851.00,14.88,2.24,2.76203,1843,16.62045,19,4,Blue,9205,25
2016-08-09,413,19993.00,57559.00,14.61,4.20,3.36229,2130,16.70992,39,3,Blue,2992,26
2016-08-10,766,17799.00,23099.00,11.76,1.52,4.61666,1532,13.13213,12,1,Black,1906,35
2016-08-11,957,22381.00,38768.00,6.61,8.84,2.38702,4426,19.20225,49,3,Black,3942,22
2016-08-12,36,35003.00,26720.00,17.72,5.80,4.20510,5018,19.94792,44,1,Black,2684,42
2016-08-13,663,41455.00,17788.00,15.33,5.34,1.60592,2507,19.51061,52,4,Red,6824,52
2016-08-14,930,16260.00,42128.00,7.68,9.11,4.07080,3930,17.61907,13,4,Red,5832,3
2016-08-15,628,38918.00,50767.00,8.19,8.93,4.72408,4756,14.51973,47,3,Black,9549,39
2016-08-16,796,23921.00,17626.00,18.04,3.12,4.60681,4543,8.52481,39,1,Blue,8651,6
2016-08-17,83,18774.00,15404.00,18.64,7.65,2.57372,3462,7.95865,17,2,Black,8762,27
2016-08-18,326,29108.00,31317.00,19.24,2.40,1.89711,4405,17.60978,21,3,Blue,1317,53
2016-08-19,662,41070.00,50269.00,14.71,5.52,4.15936,4197,9.73160,26,1,Silver,6672,5
2016-08-20,37,45093.00,41413.00,10.02,9.68,2.17763,4151,15.45761,59,2,Blue,1241,23
2016-08-21,215,49564.00,29303.00,12.80,0.67,2.65679,5709,5.85465,40,3,Red,7972,19
2016-08-22,786,77253.00,25606.00,8.98,4.33,1.12801,4992,18.84234,13,1,Black,8143,27
2016-08-23,448,37106.00,53762.00,10.82,8.60,2.47538,2932,19.18598,28,2,Black,3131,50
2016-08-24,385,69120.00,58966.00,11.71,4.42,1.75071,3793,17.55479,27,3,Red,9049,24
2016-08-25,748,68851.00,32664.00,9.54,4.39,3.85432,4468,13.53560,28,4,Blue,1144,55
2016-08-26,589,18115.00,42766.00,5.40,0.91,1.61025,3757,15.40338,46,2,Black,1988,21
2016-08-27,16,53962.00,29795.00,7.58,5.16,1.60576,4954,12.53760,44,2,Blue,7925,1
2016-08-28,216,20117.00,18028.00,6.25,0.59,3.42072,3975,14.90716,50,4,Red,9483,13
2016-08-29,347,34596.00,47136.00,10.69,4.79,1.40027,3775,11.18292,16,2,Blue,6974,46
2016-08-30,595,68161.00,52763.00,17.60,4.58,4.41210,2255,19.37105,47,3,Blue,8558,11
2016-08-31,795,36466.00,30195.00,15.34,6.29,2.81935,4693,10.00977,35,1,Silver,2314,3
2016-09-01,734,15206.00,36180.00,14.39,0.19,3.38503,4247,11.46931,43,3,Red,8460,22
2016-09-02,883,57938.00,43712.00,9.71,0.87,1.15781,3585,13.88044,23,3,Red,1426,53
2016-09-03,465,38996.00,33165.00,13.87,6.64,1.15735,3283,6.29059,53,4,Blue,6621,33
2016-09-04,24,30615.00,39136.00,11.86,5.04,4.31739,2266,16.25709,48,4,Blue,5905,45
2016-09-05,863,60110.00,39327.00,10.80,6.56,1.89334,3562,7.61868,34,4,Silver,1176,59
2016-09-06,234,39913.00,39063.00,7.09,0.32,1.49260,5815,15.24387,23,2,Black,1247,52
2016-09-07,315,28906.00,32945.00,15.97,5.25,2.67313,5111,7.45525,34,1,Red,6387,34
2016-09-08,892,55279.00,24441.00,13.90,9.28,2.99849,2016,15.20756,58,1,Blue,6205,40
2016-09-09,141,52638.00,59793.00,16.65,6.27,2.87584,3743,15.10322,16,2,Silver,3465,32
2016-09-10,238,69588.00,48485.00,17.99,6.86,3.77934,5525,11.34175,19,4,Silver,7885,46
2016-09-11,615,78773.00,41576.00,19.28,0.83,1.00702,1468,9.38249,34,1,Red,9138,3
2016-09-12,387,33748.00,40774.00,10.06,4.22,4.34426,5963,18.82449,51,3,Silver,7131,29
2016-09-13,800,40444.00,16154.00,12.85,8.94,1.34060,4286,15.42055,27,3,Red,8726,51
2016-09-14,537,58564.00,56577.00,16.93,9.32,1.34011,2820,12.49957,40,3,Red,5151,15
2016-09-15,242,30150.00,48592.00,7.39,6.75,4.31829,2285,6.67798,14,4,Black,5066,48
2016-09-16,875,75434.00,32758.00,5.20,4.08,1.01457,3424,17.42534,42,3,Silver,8289,22
2016-09-17,111,33267.00,25193.00,6.32,7.63,1.82336,2081,6.39580,32,4,Black,1018,23
2016-09-18,603,61882.00,44613.00,12.42,0.48,1.03345,2663,5.26641,44,2,Silver,2445,42
2016-09-19,88,27903.00,24982.00,17.59,6.08,1.93791,4390,17.07758,51,2,Blue,5799,14
2016-09-20,397,73812.00,26434.00,6.57,9.92,3.60591,2989,5.82372,29,3,Red,5264,18
2016-09-21,490,17977.00,39004.00,11.44,7.02,2.06570,2516,16.64145,23,3,Black,8563,57
2016-09-22,323,70682.00,52914.00,6.25,1.41,1.40702,2531,13.80889,36,4,Blue,7996,5
2016-09-23,410,39903.00,31781.00,6.57,0.17,3.58813,4014,6.55865,38,1,White,4857,32
2016-09-24,239,20337.00,36903.00,19.36,4.67,1.21420,1663,8.60469,38,2,Black,3294,37
2016-09-25,206,26968.00,19378.00,7.45,1.40,3.42101,4075,17.39035,40,2,Black,3980,3
2016-09-26,386,39030.00,51049.00,19.87,2.64,2.54269,3019,10.41348,55,2,Silver,9284,13
2016-09-27,701,45876.00,18608.00,17.15,8.24,4.55455,2223,12.86836,55,1,Black,8994,31
2016-09-28,890,41386.00,39614.00,6.21,7.18,1.70748,4730,18.88986,55,2,Black,6191,29
2016-09-29,489,53876.00,38457.00,15.93,5.49,3.09028,3037,7.98451,55,1,Black,7207,15
2016-09-30,34,15911.00,22277.00,12.94,7.98,2.86408,3263,15.49624,55,4,Black,5834,32
2016-10-01,647,64241.00,54166.00,6.59,7.66,3.08126,5720,14.30993,24,2,Silver,9489,11
2016-10-02,278,47155.00,45101.00,16.29,3.27,3.34569,3308,8.76607,57,4,Silver,8003,2
2016-10-03,545,48117.00,20409.00,14.29,5.30,3.52398,3226,19.31215,27,4,White,8215,40
2016-10-04,959,30003.00,36735.00,17.32,8.95,2.70537,2329,13.98250,44,4,Red,1884,17
2016-10-05,407,23302.00,36546.00,10.27,1.11,3.08357,4532,18.34675,14,1,Black,9101,49
2016-10-06,310,39551.00,32734.00,19.11,9.33,2.34769,2810,9.26826,56,3,Silver,4335,26
2016-10-07,928,72085.00,31016.00,17.29,6.23,3.26036,1683,15.03116,53,4,White,2528,52
2016-10-08,705,22175.00,30560.00,14.28,7.02,2.19578,3448,5.65890,52,1,White,1356,52
2016-10-09,609,68609.00,30827.00,14.54,9.43,3.60610,3689,14.59483,55,4,Black,4944,28
2016-10-10,993,25922.00,16113.00,9.70,4.23,2.57368,2620,14.86133,12,3,Blue,6284,1
2016-10-11,864,28092.00,54537.00,19.39,6.25,4.87669,2291,14.06585,51,3,Black,2295,38
2016-10-12,348,56554.00,24071.00,8.61,8.58,2.52712,2986,12.85611,48,3,Blue,7909,37
2016-10-13,290,23993.00,36955.00,7.33,4.14,2.81090,5789,8.54674,35,2,Silver,6790,52
2016-10-14,502,44765.00,36245.00,14.73,7.09,1.00606,2039,14.74119,40,1,Black,5653,53
2016-10-15,598,33236.00,45903.00,17.77,9.35,2.60316,4792,14.87048,46,2,White,7762,14
2016-10-16,649,18037.00,28651.00,7.92,8.60,1.68069,5971,16.05550,41,3,Silver,8539,44
2016-10-17,624,66663.00,50365.00,11.42,0.33,3.28135,1084,16.73161,21,2,White,5811,8
2016-10-18,376,54390.00,44573.00,13.73,7.57,2.20858,5449,6.19685,59,4,White,2067,46
2016-10-19,533,28006.00,14047.00,8.77,8.86,3.38525,5296,11.57638,25,2,Black,9096,27
2016-10-20,919,26335.00,24005.00,6.64,7.68,4.56446,1464,8.90295,53,3,Red,4169,45
2016-10-21,266,41961.00,30735.00,17.33,0.33,1.68666,1370,19.43668,36,2,Red,6001,6
2016-10-22,73,44830.00,29041.00,19.78,3.66,2.84103,3512,16.59042,55,1,Blue,9880,32
2016-10-23,537,41344.00,40582.00,19.69,4.00,4.63240,1429,15.15882,46,2,White,2830,30
2016-10-24,584,39542.00,55993.00,13.04,0.83,1.75880,1721,15.61605,46,2,Silver,6907,37
2016-10-25,634,29336.00,27942.00,15.83,8.11,2.36942,5379,10.87082,44,2,White,8672,8
2016-10-26,882,23445.00,12936.00,18.87,0.87,4.43625,4036,11.79171,28,4,Black,8242,32
2016-10-27,517,56194.00,26934.00,14.96,8.82,3.50366,5542,9.82526,52,3,Silver,4802,46
2016-10-28,611,21903.00,53346.00,16.33,5.41,3.52711,4140,11.82294,53,3,Black,2062,37
2016-10-29,427,65650.00,35716.00,19.46,6.48,3.29538,1351,15.70013,33,4,White,2445,24
2016-10-30,371,42403.00,24562.00,9.59,4.90,4.45925,1013,17.04556,52,2,White,8282,5
2016-10-31,356,70096.00,41762.00,8.45,5.52,2.65082,2416,9.92547,42,1,Red,5380,13
2016-11-01,117,41120.00,29665.00,12.76,6.93,2.41633,3626,15.84704,16,1,Blue,3308,60
2016-11-02,405,73076.00,12876.00,5.91,9.40,3.67644,4373,16.10617,38,1,White,1427,54
2016-11-03,359,50454.00,58466.00,9.13,5.75,4.20647,2425,13.36706,56,2,Red,2365,52
2016-11-04,321,67019.00,41844.00,10.34,0.35,1.34575,1511,15.73966,36,3,Red,5435,2
2016-11-05,212,61327.00,25812.00,18.58,7.10,1.24494,4045,11.88050,26,4,Black,4103,26
2016-11-06,287,45289.00,44463.00,7.96,0.25,4.25417,1878,7.55825,54,4,Black,9252,50
2016-11-07,354,27453.00,30971.00,15.22,4.21,4.77290,2592,5.00563,25,3,Blue,8287,30
2016-11-08,471,72380.00,29338.00,12.36,1.80,4.11768,1438,10.29511,27,1,Red,2723,3
2016-11-09,555,27283.00,49207.00,17.88,6.76,4.97743,2428,18.06591,50,3,Blue,1712,2
2016-11-10,246,55230.00,45331.00,9.31,2.74,4.83000,3106,19.05050,32,4,Silver,3009,42
2016-11-11,531,24956.00,29876.00,10.32,4.90,3.95403,4923,11.26090,53,2,Blue,9044,39
2016-11-12,439,66779.00,45143.00,17.24,8.93,3.54067,3863,10.13116,31,2,Black,1511,16
2016-11-13,685,79704.00,14244.00,16.80,2.17,2.45913,3463,9.39382,34,3,Black,9052,9
2016-11-14,364,57245.00,33483.00,9.86,2.87,1.90228,2875,5.71352,37,2,Red,5332,1
2016-11-15,303,52781.00,53855.00,13.59,8.16,4.82548,1817,13.86331,46,1,Black,9696,32
2016-11-16,225,67532.00,28675.00,15.13,8.33,1.42683,1595,11.66715,49,2,Blue,6234,15
2016-11-17,116,73298.00,14441.00,19.55,5.70,4.62163,4155,19.75074,38,3,Red,2327,2
2016-11-18,373,61924.00,45321.00,16.75,8.25,3.69981,5039,13.63671,31,1,Silver,3132,56
2016-11-19,967,47467.00,50610.00,8.54,3.49,1.63778,5688,6.68632,56,2,Blue,5428,39
2016-11-20,639,66370.00,50426.00,8.04,0.81,2.30684,1274,9.27772,32,3,Black,7125,43
2016-11-21,117,78878.00,51459.00,11.51,6.31,1.20063,5797,12.09756,48,3,Black,4759,21
2016-11-22,716,49816.00,56436.00,13.10,7.24,4.11870,4280,8.39975,17,4,Black,3504,41
2016-11-23,304,49904.00,26168.00,18.50,9.04,3.56032,3590,16.52661,24,3,Silver,6717,6
2016-11-24,757,42660.00,19977.00,19.96,7.01,4.09223,5608,10.42780,31,1,Red,4516,8
2016-11-25,696,23247.00,42054.00,10.38,2.70,4.88381,1580,9.83940,45,4,Black,3826,34
2016-11-26,395,68210.00,23075.00,10.20,0.24,1.79534,4493,14.50739,36,2,Black,2795,24
2016-11-27,244,39895.00,32470.00,8.42,6.11,3.59440,4315,16.66216,37,4,Silver,8030,10
2016-11-28,359,49363.00,50942.00,6.46,0.38,2.58692,5457,5.68115,36,1,Black,9639,52
2016-11-29,580,63500.00,53285.00,12.17,9.69,2.34264,4717,7.52992,18,2,Black,5119,3
2016-11-30,233,41314.00,24145.00,10.10,1.93,3.02286,4838,19.73071,55,2,Red,7433,58
2016-12-01,590,79034.00,58950.00,10.24,4.98,2.79435,4796,11.83350,17,2,Black,7559,42
2016-12-02,440,56046.00,31350.00,9.31,4.11,3.12949,4456,15.56314,34,3,Red,5071,43
2016-12-03,611,22858.00,50379.00,18.03,2.08,4.40370,4990,7.36416,44,3,Black,1828,2
2016-12-04,129,48081.00,35990.00,6.03,9.27,1.01915,1504,9.73072,52,2,Red,9127,44
2016-12-05,631,61670.00,18127.00,9.82,0.60,1.51559,1872,17.55886,38,1,Blue,1020,59
2016-12-06,819,55736.00,13661.00,11.43,8.65,4.77895,2630,12.45448,51,1,White,9701,47
2016-12-07,386,42867.00,46799.00,6.90,1.53,3.18827,4342,8.47905,23,3,Blue,2822,58
2016-12-08,785,34391.00,24600.00,7.43,6.79,2.59081,2205,10.30786,25,4,White,8012,8
2016-12-09,502,46512.00,57689.00,11.31,5.55,1.20178,1758,10.27649,31,3,White,7222,38
2016-12-10,77,63927.00,50109.00,16.09,9.70,2.96449,1616,19.77406,48,4,Silver,4102,50
2016-12-11,132,73444.00,33175.00,5.64,4.53,4.15959,3121,19.86992,46,3,White,7660,4
2016-12-12,177,76763.00,39653.00,16.56,8.34,1.23765,2438,8.26434,42,3,White,7459,39
2016-12-13,401,69106.00,16151.00,5.25,9.93,2.76270,5412,11.53510,35,3,Black,7377,38
2016-12-14,798,41672.00,13968.00,6.78,3.76,1.62516,4041,9.05216,37,3,Red,9837,46
2016-12-15,866,37871.00,53388.00,6.58,2.14,4.53945,2905,8.07011,52,3,Red,5081,55
2016-12-16,930,32210.00,57416.00,12.17,7.30,1.95134,2344,8.89482,46,4,Silver,5063,2
2016-12-17,299,34904.00,12530.00,17.62,7.13,3.29341,1532,6.56650,12,1,Silver,4752,2
2016-12-18,444,21922.00,30141.00,19.66,5.21,4.82512,4579,12.02040,24,1,Red,8069,28
2016-12-19,730,24501.00,41478.00,19.45,6.96,2.71005,5248,14.33924,57,3,Blue,5443,7
2016-12-20,645,48441.00,48378.00,5.59,4.81,1.09961,3462,7.14009,32,1,Red,9400,12
2016-12-21,851,53375.00,41266.00,11.48,7.34,1.93842,5274,15.40545,51,4,Silver,3652,43
2016-12-22,38,60979.00,45930.00,10.46,9.84,1.42528,2715,7.10856,58,4,Black,6460,5
2016-12-23,856,72877.00,39865.00,19.51,4.03,3.04699,1695,12.84519,58,1,Red,4080,7
2016-12-24,424,51190.00,57879.00,5.28,9.14,4.20200,1085,16.10177,55,3,Blue,9487,58
2016-12-25,439,53735.00,26617.00,7.29,3.80,4.27935,5431,12.14317,42,3,Silver,3582,9
2016-12-26,724,52361.00,37974.00,5.02,7.18,4.60550,5880,13.19408,32,4,Black,3070,3
2016-12-27,934,43649.00,56038.00,7.99,0.14,4.46436,1589,14.51974,20,3,Blue,3644,58
2016-12-28,969,44896.00,34767.00,9.50,2.47,3.19483,1369,13.69871,33,3,Silver,1799,28
2016-12-29,583,61567.00,12290.00,11.01,5.63,3.94514,4548,8.61270,52,3,Black,8765,55
2016-12-30,976,33583.00,54563.00,14.39,3.34,4.41538,2738,11.86458,53,1,Silver,4998,39
2016-12-31,178,71739.00,51948.00,11.83,5.53,1.46026,5358,13.04592,12,1,Blue,4469,17
2017-01-01,464,21454.00,54512.00,18.71,0.57,4.91146,3395,17.36914,33,2,Black,5975,39
2017-01-02,498,43919.00,30324.00,14.83,0.82,4.81955,4574,19.64638,45,2,Blue,6469,22
2017-01-03,479,44107.00,58497.00,14.38,6.80,3.89468,2437,18.25937,37,1,Blue,7476,30
2017-01-04,379,65098.00,42155.00,16.59,8.01,3.75849,3186,9.37393,21,1,White,4621,31
2017-01-05,418,65456.00,12625.00,9.35,6.74,2.73988,3887,15.84080,26,3,Blue,4925,35
2017-01-06,59,75698.00,19964.00,9.54,6.63,2.65467,3956,6.39271,40,4,White,5335,53
2017-01-07,961,71860.00,26041.00,12.28,2.53,2.85949,3974,14.80541,38,3,Silver,5876,54
2017-01-08,25,43750.00,53063.00,18.35,2.35,1.38995,3735,18.32765,45,4,Silver,3372,36
2017-01-09,149,31334.00,43507.00,5.76,5.43,1.17545,2324,6.95207,22,2,Blue,8602,35
2017-01-10,312,19219.00,46780.00,17.61,2.32,3.11480,3673,16.09105,53,2,Blue,7491,23
2017-01-11,546,36972.00,27914.00,6.74,5.24,1.98573,1944,7.96432,28,1,Silver,6206,19
2017-01-12,604,15942.00,49558.00,15.87,4.73,3.87216,2597,7.56964,22,4,Silver,8009,18
2017-01-13,226,63934.00,49940.00,7.05,7.64,1.96057,1053,15.42608,12,2,White,9793,24
2017-01-14,353,20571.00,40875.00,9.27,7.60,3.89065,3257,13.00917,16,4,Black,4450,37
2017-01-15,620,28199.00,50220.00,5.09,9.35,1.94075,2108,8.28677,53,4,Blue,9617,52
2017-01-16,527,17327.00,59596.00,10.06,0.45,3.64216,1344,18.93196,32,2,Black,1161,52
2017-01-17,344,48252.00,16986.00,9.45,9.16,4.99626,3478,11.70606,16,3,Red,1805,18
2017-01-18,41,58262.00,32780.00,17.74,2.67,3.62732,1108,6.04047,53,3,Red,8486,1
2017-01-19,121,57173.00,32783.00,12.93,9.61,1.90970,2455,6.56063,58,1,White,9248,6
2017-01-20,963,73584.00,41905.00,19.06,5.38,1.32311,3241,5.68910,38,3,Black,4789,56
2017-01-21,305,15977.00,18511.00,6.74,3.35,1.24342,1853,6.92923,53,1,Red,5623,28
2017-01-22,393,30198.00,31569.00,11.87,0.49,4.71103,1346,7.04007,39,3,Blue,9304,40
2017-01-23,508,55913.00,39704.00,11.29,0.31,3.60581,1537,5.25903,25,1,Black,4441,13
2017-01-24,898,61225.00,40411.00,10.83,8.63,4.54754,1437,11.96345,39,2,Silver,1489,35
2017-01-25,752,33746.00,52001.00,18.60,7.94,3.15512,1950,7.54592,21,2,Silver,5947,8
2017-01-26,448,75070.00,55598.00,5.98,5.75,2.26817,1329,19.98664,30,3,White,1224,41
2017-01-27,254,16459.00,13189.00,17.23,5.47,2.77302,4840,7.24991,37,4,Red,7899,18
2017-01-28,603,60136.00,44579.00,5.58,9.18,1.36465,4985,12.59584,58,3,Black,9445,41
2017-01-29,840,68295.00,51933.00,8.15,8.97,1.80692,2564,14.88865,33,2,Black,3373,5
2017-01-30,364,65954.00,48901.00,5.97,3.64,2.28057,5963,15.62843,14,2,White,5349,17
2017-01-31,434,79901.00,39001.00,17.80,1.74,2.10901,3346,10.32778,54,1,White,3629,41
2017-02-01,394,65370.00,21799.00,13.43,2.36,1.38592,3393,13.33682,24,4,Silver,4493,34
2017-02-02,797,19878.00,56106.00,15.50,5.42,3.69549,5377,13.40532,31,2,Silver,1149,1
2017-02-03,624,38269.00,24150.00,5.12,5.55,3.72560,2400,18.52289,53,4,Black,9589,14
2017-02-04,677,49100.00,37065.00,9.67,9.87,1.56916,4959,6.70445,35,1,Red,8245,26
2017-02-05,614,16472.00,25117.00,15.43,0.69,3.20415,1324,12.93636,16,3,Blue,5384,43
2017-02-06,143,28853.00,13243.00,14.33,2.11,1.91943,5082,9.72754,24,4,Red,5586,55
2017-02-07,931,45612.00,13919.00,12.55,6.72,2.95641,2212,10.74237,18,4,Silver,8645,26
2017-02-08,717,75357.00,56370.00,16.54,8.36,2.88658,5576,7.82799,41,1,Black,8510,33
2017-02-09,272,70555.00,44718.00,18.07,7.54,1.08836,4928,13.21877,46,4,Black,3511,13
2017-02-10,542,44684.00,35307.00,18.07,1.61,2.00947,3727,17.57570,48,1,Red,3209,37
2017-02-11,532,64098.00,56897.00,11.36,1.05,3.92358,1537,6.43697,28,1,Black,9956,42
2017-02-12,779,72806.00,55176.00,16.11,9.10,1.79064,5874,7.00838,27,2,Red,8873,59
2017-02-13,49,20381.00,21931.00,7.07,7.48,4.89610,1764,17.71949,38,4,White,3025,60
2017-02-14,387,46126.00,40367.00,9.53,2.75,4.78055,4888,12.34822,52,1,Silver,7526,35
2017-02-15,543,24283.00,41709.00,12.92,8.26,2.63363,4981,12.40200,25,2,Blue,7279,1
2017-02-16,727,75172.00,38894.00,7.43,2.11,1.46584,1037,19.47106,45,3,Blue,5328,30
2017-02-17,687,28164.00,31970.00,5.12,7.13,3.43807,3305,9.68392,27,3,White,9269,24
2017-02-18,277,69784.00,31087.00,12.87,9.12,2.07308,5617,8.56299,48,2,Silver,3669,31
2017-02-19,704,33592.00,47816.00,10.67,0.65,3.71317,1501,14.57697,14,4,Red,6721,55
2017-02-20,291,78526.00,53610.00,19.56,8.58,1.59908,1112,16.93058,31,3,Red,8762,37
2017-02-21,767,45332.00,46720.00,15.76,8.70,1.90218,3918,9.00502,15,4,Blue,9654,3
2017-02-22,590,54108.00,24014.00,12.59,0.28,4.47475,1794,15.74667,18,4,Blue,4994,41
2017-02-23,755,50800.00,28423.00,11.68,1.09,4.73498,5860,19.76795,40,4,Silver,3688,56
2017-02-24,138,47478.00,48903.00,10.97,0.76,4.39086,4143,6.95020,26,1,Silver,6899,9
2017-02-25,744,75276.00,32910.00,16.68,0.21,1.65566,4345,6.44093,41,4,Blue,2578,47
2017-02-26,254,78784.00,32085.00,16.43,6.90,1.18884,5295,9.24617,34,1,Blue,5747,31
2017-02-27,367,31510.00,36725.00,19.17,2.20,1.81545,5173,19.64093,30,3,Blue,7187,37
2017-02-28,742,58076.00,38581.00,10.34,1.40,2.65237,3330,5.54544,12,2,Red,9987,19
2017-03-01,19,73250.00,44744.00,9.97,7.58,4.79521,3828,14.83104,50,3,Blue,4069,42
2017-03-02,137,35188.00,49991.00,8.53,0.63,4.40403,5287,15.36287,35,1,Black,3814,26
2017-03-03,219,26037.00,24529.00,19.78,6.93,4.25598,5863,5.99682,15,1,White,8801,46
2017-03-04,712,68904.00,13356.00,15.42,3.48,2.18888,5448,15.95211,23,2,Blue,8700,27
2017-03-05,793,23660.00,56400.00,8.26,2.63,1.78742,3038,9.76934,36,4,Red,1384,44
2017-03-06,319,26280.00,27850.00,5.38,1.47,2.26660,2519,19.43450,12,4,Silver,3839,50
2017-03-07,317,40035.00,36551.00,12.76,6.54,3.85718,3486,18.01506,57,4,Red,2452,11
